t,lat,lon,altitude_m,speed_kmh,heading_deg,gps_dop,gps_sats,dist_m,arc_m,slope_pct,slope_deg,g_vertical,g_lateral,g_longitudinal,g_lateral_peak,g_long_peak,in_curve
17.2,43.49317777777778,13.501294444444444,116.4,50.843,158.41,0.68,14,1.608,1.412,6.22,3.558,0.987,-0.0463,0.2334,0.3779,0.5977,False
17.3,43.49317777777778,13.501294444444444,,50.843,158.41,,,0.0,1.412,,,,,,,,True
17.3,43.49316666666667,13.501302777777777,116.4,0.0,,0.68,14,1.407,0.0,,,1.0318,-0.0681,0.2703,0.2656,0.6406,True
17.4,43.49315555555555,13.501308333333334,116.4,50.6429,158.78,0.68,14,1.314,1.407,0.0,0.0,1.0274,-0.106,0.2476,0.5278,0.8755,True
17.5,43.493141666666666,13.50131388888889,116.5,51.1226,158.96,0.68,14,1.608,1.42,6.22,3.558,0.9927,-0.0202,0.2516,0.3213,0.6548,False
17.6,43.49313055555556,13.501319444444444,116.5,0.0,,0.68,14,1.314,0.0,0.0,0.0,0.9266,-0.0079,0.2921,0.2173,0.5444,False
17.7,43.493116666666666,13.501327777777778,116.5,51.0189,159.43,0.68,14,1.684,1.417,0.0,0.0,0.9342,-0.0357,0.1915,0.1577,0.3726,False
17.8,43.49310555555556,13.501333333333333,116.5,51.43,159.21,0.68,14,1.314,1.429,0.0,0.0,0.9386,-0.0499,0.1824,0.1948,0.5381,True
17.9,43.493091666666665,13.501338888888888,116.4,51.0541,159.0,0.68,14,1.608,1.418,-6.22,-3.558,0.9777,-0.0526,0.1857,0.1812,0.2866,True
18.0,43.49308055555556,13.501347222222222,116.4,51.5041,158.38,0.68,14,1.407,1.431,0.0,0.0,1.006,-0.0584,0.2033,0.2192,0.4233,True
18.1,43.493069444444444,13.501352777777777,116.5,51.7578,158.13,0.68,14,1.314,1.438,7.61,4.351,0.9998,-0.0472,0.1937,0.1675,0.3452,True
18.3,43.49304444444444,13.501366666666666,116.5,52.0875,158.79,0.68,14,2.997,2.894,0.0,0.0,0.9986,-0.0392,0.185,0.1562,0.4546,True
18.4,43.49304444444444,13.501366666666666,116.5,52.0875,158.79,0.68,14,0.0,1.447,,,,,,,,True
18.4,43.493030555555556,13.501372222222223,116.5,52.3023,158.59,0.68,14,1.608,0.0,0.0,0.0,0.9637,-0.0054,0.2253,0.145,0.4326,True
18.5,43.49301944444444,13.501377777777778,116.6,51.5523,158.22,0.68,14,1.314,1.432,7.61,4.351,1.0069,-0.0569,0.2034,0.4297,0.6816,True
18.6,43.493008333333336,13.501386111111112,116.7,50.9689,158.36,0.68,14,1.407,1.416,7.11,4.067,0.9367,0.0037,0.1493,0.3687,0.4727,True
18.7,43.49299444444445,13.501391666666667,116.8,50.9893,158.36,0.68,14,1.608,1.416,6.22,3.558,0.9814,-0.0444,0.2174,0.2983,0.7441,True
18.8,43.492983333333335,13.501397222222222,116.9,51.0022,158.5,0.68,14,1.314,1.417,7.61,4.351,0.9849,-0.022,0.1108,0.4287,1.1177,True
18.9,43.49297222222222,13.501405555555555,117.0,51.556,158.47,0.68,14,1.407,1.432,7.11,4.067,0.9945,-0.0332,0.2638,0.3965,0.957,False
19.0,43.492958333333334,13.50141111111111,117.0,50.78,158.41,0.68,14,1.608,1.411,0.0,0.0,0.9611,-0.0404,0.1684,0.1738,0.3169,False
19.2,43.49293611111111,13.501422222222223,117.0,50.7337,158.54,0.68,14,2.629,2.819,0.0,0.0,1.0283,-0.0068,0.156,0.2734,0.3394,False
19.3,43.49293611111111,13.501422222222223,,50.7337,158.54,,,0.0,1.409,,,,,,,,True
19.3,43.49292222222223,13.501430555555556,117.0,50.1911,158.55,0.68,14,1.684,0.0,,,1.0214,-0.0491,0.1426,0.2148,0.3789,True
19.4,43.49291111111111,13.501436111111111,117.0,50.6226,158.79,0.68,14,1.314,1.406,0.0,0.0,1.0142,-0.0384,0.2026,0.2798,0.6006,True
19.5,43.4929,13.501441666666667,117.0,50.6374,158.41,0.68,14,1.314,1.407,0.0,0.0,0.9835,-0.0466,0.1578,0.2246,0.3931,True
19.6,43.49288611111111,13.501447222222222,117.0,50.9893,158.57,0.68,14,1.608,1.416,0.0,0.0,0.9647,0.0107,0.1575,0.2935,0.4893,True
19.7,43.492875,13.501455555555555,117.0,50.7115,158.61,0.68,14,1.407,1.409,0.0,0.0,0.9849,-0.0256,0.1386,0.229,0.335,False
19.8,43.49286388888889,13.50146111111111,117.0,0.0,,0.73,13,1.314,0.0,0.0,0.0,1.0169,-0.0324,0.1376,0.3013,0.3623,False
19.9,43.492850000000004,13.501466666666667,117.0,50.2485,158.91,0.73,13,1.608,1.396,0.0,0.0,1.0016,-0.0373,0.1741,0.2651,0.4019,False
20.0,43.49283888888889,13.501472222222223,117.0,50.0003,158.73,0.73,13,1.314,1.389,0.0,0.0,1.0103,-0.0528,0.1643,0.249,0.5884,True
20.1,43.49282777777778,13.501480555555556,117.0,50.0003,158.73,0.73,13,1.407,1.389,0.0,0.0,0.9882,-0.0912,0.1339,0.3711,0.7393,True
20.2,43.49281388888889,13.501486111111111,117.0,49.2132,159.31,0.73,13,1.608,1.367,0.0,0.0,0.9639,-0.0073,0.1637,0.3257,0.4639,True
20.3,43.49281388888889,13.501486111111111,,49.2132,159.31,,,0.0,1.367,,,,,,,,False
20.3,43.492802777777776,13.501491666666666,117.0,0.0,,0.73,13,1.314,0.0,,,0.9893,-0.083,0.1692,0.3511,0.5854,False
20.4,43.49279166666667,13.501497222222222,117.0,48.978,159.28,0.73,13,1.314,1.36,0.0,0.0,0.9392,-0.0188,0.1563,0.2051,0.4497,False
20.5,43.492780555555555,13.501502777777779,117.1,48.1261,159.39,0.73,13,1.314,1.337,7.61,4.351,0.974,-0.0763,0.1685,0.3335,0.3984,True
20.6,43.49276944444445,13.501508333333334,117.1,48.3502,159.61,0.73,13,1.314,1.343,0.0,0.0,1.004,-0.0366,0.0917,0.3018,0.5894,True
20.7,43.492758333333335,13.501513888888889,117.1,47.7594,159.79,0.73,13,1.314,1.327,0.0,0.0,0.9887,-0.0273,0.149,0.3955,0.8589,True
20.8,43.49274444444445,13.501519444444444,117.1,48.2224,159.03,0.73,13,1.608,1.34,0.0,0.0,1.0394,-0.0917,0.1844,0.3325,0.7988,True
20.9,43.492733333333334,13.501525,117.1,47.3519,159.98,0.75,12,1.314,1.315,0.0,0.0,0.9715,-0.018,0.172,0.2554,0.4443,True
21.0,43.49272222222222,13.501530555555556,117.1,47.3519,159.98,0.75,12,1.314,1.315,0.0,0.0,0.9956,-0.1184,0.1787,0.4014,0.4912,False
21.2,43.4927,13.501541666666666,117.2,47.1816,159.95,0.7,13,2.629,2.621,3.8,2.179,1.015,-0.0834,0.1883,0.3901,0.6431,True
21.3,43.49268888888889,13.501547222222221,117.2,47.1427,159.57,0.7,13,1.314,1.31,0.0,0.0,0.9609,-0.0559,0.1451,0.3486,0.5083,True
21.4,43.49268888888889,13.501547222222221,117.2,47.1427,159.57,0.7,13,0.0,1.31,,,,,,,,False
21.4,43.49267777777778,13.501552777777778,117.3,0.0,,0.7,13,1.314,0.0,7.61,4.351,0.9917,-0.0547,0.1798,0.2163,0.5186,False
21.5,43.492666666666665,13.501558333333334,117.3,46.4019,159.53,0.7,13,1.314,1.289,0.0,0.0,0.9761,-0.0541,0.1471,0.3242,0.4951,False
21.6,43.49265555555556,13.501563888888889,117.3,0.0,,0.7,13,1.314,0.0,0.0,0.0,0.9951,-0.0232,0.1332,0.2739,0.7046,False
21.7,43.492644444444444,13.501569444444444,117.4,45.5777,160.11,0.75,12,1.314,1.266,7.61,4.351,0.9842,-0.0662,0.1762,0.1577,0.4385,False
21.8,43.49263333333334,13.501575,117.4,0.0,,0.75,12,1.314,0.0,0.0,0.0,0.9904,-0.0432,0.1667,0.3086,0.5181,False
21.9,43.492622222222224,13.501580555555556,117.4,45.124,160.12,0.75,12,1.314,1.253,0.0,0.0,0.9762,-0.0549,0.1411,0.2456,0.3916,False
22.0,43.49261388888889,13.501586111111111,117.6,45.0684,160.7,0.75,12,1.029,1.252,19.43,10.996,0.9952,-0.0485,0.144,0.2988,0.7202,True
22.1,43.492602777777776,13.501591666666666,117.6,45.0184,159.95,0.75,12,1.314,1.251,0.0,0.0,1.0041,-0.0881,0.1714,0.2773,0.6406,True
22.2,43.49259166666667,13.501597222222221,117.6,45.0129,160.54,0.75,12,1.314,1.25,0.0,0.0,0.9652,-0.0941,0.1669,0.2109,0.3413,True
22.3,43.49259166666667,13.501597222222221,,45.0129,160.54,,,0.0,1.25,,,,,,,,True
22.3,43.492580555555556,13.501602777777778,117.7,44.824,160.59,0.75,12,1.314,0.0,,,0.9721,-0.0675,0.1648,0.1748,0.3164,True
22.4,43.49256944444445,13.501605555555555,117.8,44.2202,160.03,0.73,13,1.256,1.228,7.96,4.553,0.9808,-0.0595,0.1609,0.1948,0.2563,True
22.5,43.492558333333335,13.501611111111112,117.8,44.2295,160.38,0.73,13,1.314,1.229,0.0,0.0,1.0166,-0.0866,0.1832,0.1885,0.2969,True
22.6,43.49254722222222,13.501616666666667,117.8,43.5942,160.42,0.73,13,1.314,1.211,0.0,0.0,1.0204,-0.0461,0.2074,0.1704,0.2876,True
22.8,43.49252777777778,13.501627777777777,117.8,43.4183,160.8,0.73,13,2.341,2.412,0.0,0.0,0.9776,-0.0641,0.2285,0.1426,0.3457,True
22.9,43.49251666666667,13.501630555555556,117.8,43.4609,161.58,0.73,13,1.256,1.207,0.0,0.0,0.9725,-0.0514,0.2119,0.1533,0.332,True
23.0,43.49250555555555,13.501636111111111,117.8,43.6127,162.16,0.73,13,1.314,1.211,0.0,0.0,0.9545,-0.0458,0.1927,0.1338,0.3247,True
23.1,43.492494444444446,13.501641666666666,117.9,43.3887,161.91,0.73,13,1.314,1.205,7.61,4.351,0.9741,-0.0473,0.2003,0.1543,0.3032,False
23.2,43.49248611111111,13.501644444444445,117.9,0.0,,0.73,13,0.953,0.0,0.0,0.0,0.9685,0.0144,0.1898,0.1094,0.291,False
23.3,43.492475,13.50165,118.0,43.559,161.09,0.73,13,1.314,1.21,7.61,4.351,0.9699,-0.0234,0.2041,0.1016,0.311,False
23.4,43.492475,13.50165,118.0,43.559,161.09,0.73,13,0.0,1.21,,,,,,,,True
23.4,43.49246388888889,13.501655555555555,118.0,0.0,,0.73,13,1.314,0.0,0.0,0.0,0.9372,0.0134,0.2109,0.1743,0.3633,True
23.5,43.49245277777778,13.501658333333333,118.0,43.0886,161.51,0.73,13,1.256,1.197,0.0,0.0,1.0703,-0.0074,0.161,0.1968,0.2852,True
23.6,43.492441666666664,13.501663888888888,118.1,43.172,161.91,0.82,12,1.314,1.199,7.61,4.351,0.9921,-0.0022,0.1461,0.168,0.3115,True
23.7,43.49243333333333,13.501669444444444,118.1,43.172,161.91,0.82,12,1.029,1.199,0.0,0.0,1.042,-0.0118,0.2089,0.1846,0.5981,True
23.8,43.492422222222224,13.501672222222222,118.2,43.046,162.97,0.82,12,1.256,1.196,7.96,4.553,0.9675,-0.0137,0.2401,0.1572,0.5181,True
23.9,43.49241111111111,13.501677777777777,118.2,42.4775,163.17,0.82,12,1.314,1.18,0.0,0.0,0.9532,-0.0171,0.1818,0.1318,0.4365,True
24.0,43.4924,13.501680555555556,118.3,42.7201,163.36,0.82,12,1.256,1.187,7.96,4.553,0.9345,-0.0002,0.1365,0.1074,0.2739,False
24.1,43.49239166666667,13.50168611111111,118.3,0.0,,0.82,12,1.029,0.0,0.0,0.0,0.9438,-0.0432,0.1338,0.1284,0.2651,False
24.2,43.492380555555556,13.50168888888889,118.4,42.1552,164.49,0.82,12,1.256,1.171,7.96,4.553,0.979,-0.0194,0.1808,0.0894,0.3247,False
24.3,43.49236944444444,13.501691666666666,118.4,42.2978,164.58,0.82,12,1.256,1.175,0.0,0.0,0.9924,-0.0313,0.1563,0.085,0.2432,True
24.4,43.49236944444444,13.501691666666666,118.4,42.2978,164.58,0.82,12,0.0,1.175,,,,,,,,False
24.4,43.49236111111111,13.501697222222223,118.4,41.7422,164.59,0.82,12,1.029,0.0,0.0,0.0,1.0038,-0.0576,0.1592,0.1367,0.2661,False
24.5,43.49235,13.5017,118.5,42.0404,164.54,0.82,12,1.256,1.168,7.96,4.553,0.9868,0.0037,0.1389,0.0771,0.2295,False
24.6,43.49233888888889,13.501702777777778,118.5,42.0404,164.54,0.82,12,1.256,1.168,0.0,0.0,0.9864,-0.0108,0.1573,0.105,0.2847,True
24.7,43.49232777777778,13.501708333333333,118.6,41.207,165.71,0.82,12,1.314,1.145,7.61,4.351,0.987,0.0119,0.1603,0.1064,0.2549,True
24.8,43.49231944444445,13.501711111111112,118.6,40.831,165.52,0.82,12,0.953,1.134,0.0,0.0,0.966,-0.0349,0.154,0.1084,0.2427,True
24.9,43.492308333333334,13.501713888888888,118.7,40.5366,165.43,0.82,12,1.256,1.126,7.96,4.553,0.985,-0.0237,0.1588,0.1079,0.2393,True
25.0,43.4923,13.501716666666667,118.7,40.2236,166.98,0.82,12,0.953,1.117,0.0,0.0,0.9767,-0.0019,0.1265,0.061,0.2705,True
25.1,43.492288888888886,13.501719444444445,118.8,40.1421,166.42,0.85,11,1.256,1.115,7.96,4.553,1.0012,-0.0499,0.1186,0.1528,0.2188,True
25.2,43.49228055555556,13.501722222222222,118.8,39.8087,166.37,0.85,11,0.953,1.106,0.0,0.0,0.9928,-0.0234,0.1353,0.1011,0.2217,True
25.3,43.492269444444446,13.501727777777777,118.8,39.6884,166.25,0.85,11,1.314,1.102,0.0,0.0,0.9898,-0.034,0.1232,0.1074,0.2388,True
25.4,43.492269444444446,13.501727777777777,118.8,39.6884,166.25,0.85,11,0.0,1.102,,,,,,,,True
25.4,43.49225833333333,13.501730555555556,118.9,39.755,166.51,0.85,11,1.256,0.0,7.96,4.553,1.0032,-0.0073,0.0743,0.1157,0.1768,True
25.5,43.49225,13.501733333333334,118.9,39.5624,166.91,0.85,11,0.953,1.099,0.0,0.0,1.0027,-0.0409,0.0407,0.1392,0.186,True
25.6,43.49223888888889,13.50173611111111,118.9,39.1883,167.93,0.85,11,1.256,1.089,0.0,0.0,1.0146,-0.0189,0.0034,0.1572,0.1543,True
25.7,43.49223055555556,13.50173888888889,119.0,39.268,168.39,0.85,11,0.953,1.091,10.49,5.988,1.0505,-0.0516,0.0165,0.207,0.1182,True
25.8,43.492219444444444,13.501741666666666,119.0,38.6661,169.06,0.85,11,1.256,1.074,0.0,0.0,1.0392,-0.0204,-0.0085,0.1221,0.1802,True
25.9,43.49221111111111,13.501744444444444,119.0,38.1605,169.17,0.88,10,0.953,1.06,0.0,0.0,1.0145,-0.0292,0.0116,0.125,0.1816,True
26.0,43.49220277777778,13.501744444444444,119.0,37.6345,169.38,0.88,10,0.927,1.045,0.0,0.0,1.0164,-0.046,0.0028,0.1304,0.1792,True
26.1,43.49219166666667,13.501747222222223,119.0,37.1604,169.96,0.88,10,1.256,1.032,0.0,0.0,1.011,-0.0499,-0.0094,0.1035,0.1006,True
26.2,43.49218333333334,13.50175,119.1,35.6566,169.89,0.88,10,0.953,0.99,10.49,5.988,1.0635,-0.0566,-0.038,0.1191,0.104,True
26.3,43.492175,13.501752777777778,119.2,33.9194,170.4,0.88,10,0.953,0.942,10.49,5.988,1.0235,-0.0412,-0.012,0.1123,0.1582,True
26.4,43.492175,13.501752777777778,119.2,33.9194,170.4,0.88,10,0.0,0.942,,,,,,,,True
26.4,43.49216666666667,13.501755555555556,119.2,33.0156,169.64,0.88,10,0.953,0.0,0.0,0.0,0.9668,-0.01,-0.0065,0.0918,0.0864,True
26.5,43.492158333333336,13.501755555555556,119.3,31.5988,169.89,0.88,10,0.927,0.878,10.79,6.159,0.9807,-0.0739,0.0153,0.123,0.0737,True
26.6,43.492152777777775,13.501758333333333,119.4,30.495,170.24,0.88,10,0.657,0.847,15.22,8.653,1.0258,-0.03,-0.0277,0.082,0.104,True
26.7,43.49214444444445,13.501761111111112,119.5,30.1913,169.98,0.88,10,0.953,0.839,10.49,5.988,1.0498,-0.0441,-0.0733,0.1074,0.1426,True
26.8,43.492136111111115,13.501761111111112,119.5,28.7208,171.21,0.88,10,0.927,0.798,0.0,0.0,1.0205,-0.058,-0.0551,0.1025,0.1304,True
26.9,43.492130555555555,13.501763888888888,119.6,27.1355,172.3,0.88,10,0.657,0.754,15.22,8.653,1.0113,-0.0496,-0.0337,0.1108,0.0903,True
27.0,43.49212222222222,13.501763888888888,119.6,26.0447,172.67,0.88,10,0.927,0.723,0.0,0.0,1.0225,-0.0857,-0.009,0.1392,0.0903,True
27.1,43.49211666666667,13.501766666666667,119.6,25.0705,173.19,0.88,10,0.657,0.696,0.0,0.0,1.0189,-0.078,-0.0184,0.1436,0.0918,True
27.2,43.492111111111114,13.501766666666667,119.6,23.9612,173.91,0.88,10,0.618,0.666,0.0,0.0,1.0349,-0.0701,-0.0494,0.1665,0.1128,False
27.3,43.492105555555554,13.501766666666667,119.6,23.263,173.2,0.78,11,0.618,0.646,0.0,0.0,1.0165,-0.0816,-0.0487,0.1641,0.1299,True
27.4,43.492105555555554,13.501766666666667,119.6,23.263,173.2,0.78,11,0.0,0.646,,,,,,,,True
27.4,43.49209722222222,13.501766666666667,119.6,21.7128,175.0,0.78,11,0.927,0.0,0.0,0.0,1.0045,-0.0642,-0.035,0.1572,0.0938,True
27.5,43.49209444444445,13.501769444444445,119.6,20.7591,177.65,0.78,11,0.382,0.577,,,1.0063,-0.0912,-0.0304,0.1616,0.1328,True
27.6,43.49208888888889,13.501769444444445,119.6,19.8127,176.31,0.78,11,0.618,0.55,0.0,0.0,1.0124,-0.1128,-0.0262,0.1646,0.0757,True
27.7,43.49208333333333,13.501769444444445,119.5,18.7719,178.31,0.78,11,0.618,0.521,-16.19,-9.195,1.0096,-0.0947,-0.0162,0.1821,0.0767,True
27.8,43.49207777777778,13.501769444444445,119.5,18.0811,180.72,0.78,11,0.618,0.502,0.0,0.0,1.0053,-0.0771,-0.0071,0.127,0.0874,True
27.9,43.492075,13.501769444444445,119.5,17.0199,181.55,0.78,11,0.309,0.473,,,1.0231,-0.0688,-0.0155,0.104,0.084,True
28.0,43.492069444444446,13.501769444444445,119.5,15.9457,179.2,0.78,11,0.618,0.443,0.0,0.0,1.0117,-0.1059,0.0021,0.1733,0.0522,True
28.1,43.492066666666666,13.501769444444445,119.5,14.7086,176.71,0.78,11,0.309,0.409,,,0.9856,-0.1221,0.0343,0.2812,0.1504,True
28.2,43.49206111111111,13.501769444444445,119.5,14.7086,176.71,0.78,11,0.618,0.409,0.0,0.0,0.9864,-0.0952,0.0482,0.1729,0.1226,True
28.3,43.49205833333333,13.501769444444445,119.5,13.5252,175.12,0.78,11,0.309,0.376,,,0.9872,-0.0801,0.0872,0.1216,0.1548,True
28.4,43.49205833333333,13.501769444444445,119.5,13.5252,175.12,0.78,11,0.0,0.376,,,,,,,,True
28.4,43.49205555555556,13.501769444444445,119.5,13.59,175.78,0.78,11,0.309,0.0,,,0.9852,-0.0785,0.0855,0.1514,0.1533,True
28.5,43.49205277777778,13.501769444444445,119.5,13.2437,176.77,0.78,11,0.309,0.368,,,1.0039,-0.1032,0.0863,0.1543,0.1587,True
28.6,43.49205,13.501769444444445,119.5,12.2213,181.51,0.78,11,0.309,0.339,,,0.9971,-0.0925,0.0894,0.127,0.1289,True
28.7,43.492044444444446,13.501769444444445,119.6,11.7806,173.98,0.78,11,0.618,0.327,16.19,9.195,0.9847,-0.093,0.11,0.1226,0.1558,True
28.8,43.492041666666665,13.501769444444445,119.6,11.6843,178.24,0.78,11,0.309,0.325,,,0.9816,-0.0678,0.0913,0.1167,0.209,True
28.9,43.49203888888889,13.501769444444445,119.6,11.0342,175.97,0.78,11,0.309,0.307,,,1.0059,-0.1065,0.0931,0.1768,0.1938,True
29.0,43.49203611111111,13.501769444444445,119.6,10.3286,180.17,0.78,11,0.309,0.287,,,0.9979,-0.1028,0.089,0.1338,0.1416,True
29.1,43.49203333333333,13.501769444444445,119.6,10.3286,180.17,0.78,11,0.309,0.287,,,0.9901,-0.0945,0.0835,0.1313,0.1211,True
29.2,43.49203333333333,13.501769444444445,119.6,9.8063,176.88,0.78,11,0.0,0.272,,,0.9921,-0.0864,0.0808,0.1255,0.1084,True
29.3,43.49203055555556,13.501769444444445,119.6,8.8414,178.59,0.78,11,0.309,0.246,,,0.9871,-0.0884,0.0947,0.1245,0.1401,True
29.4,43.49203055555556,13.501769444444445,119.6,8.8414,178.59,0.78,11,0.0,0.246,,,,,,,,True
29.4,43.49202777777778,13.501769444444445,119.6,8.2933,181.26,0.78,11,0.309,0.0,,,0.9925,-0.0856,0.1016,0.1221,0.1401,True
29.6,43.492025,13.501769444444445,119.6,8.2377,177.51,0.78,11,0.309,0.458,,,0.9913,-0.0869,0.0943,0.1108,0.1406,True
29.7,43.492022222222225,13.501769444444445,119.7,7.6136,181.83,0.78,11,0.309,0.211,,,0.9937,-0.1017,0.0944,0.124,0.146,True
29.8,43.492022222222225,13.501769444444445,119.7,7.2506,179.59,0.74,12,0.0,0.201,,,0.9916,-0.106,0.093,0.1323,0.1348,True
29.9,43.492019444444445,13.501769444444445,119.7,6.6431,181.97,0.74,12,0.309,0.185,,,0.9924,-0.1,0.0921,0.1177,0.1538,True
30.1,43.492016666666665,13.501769444444445,119.7,6.0042,182.43,0.74,12,0.309,0.334,,,0.9953,-0.0956,0.0905,0.1206,0.126,False
30.2,43.492016666666665,13.501769444444445,119.7,4.7856,186.06,0.86,10,0.0,0.133,,,0.9915,-0.0922,0.0894,0.1099,0.1279,False
30.3,43.49201388888889,13.501769444444445,119.7,4.6522,178.48,0.86,10,0.309,0.129,,,0.995,-0.0899,0.0905,0.1094,0.127,True
30.3,43.49201388888889,13.501769444444445,119.7,4.6522,178.48,0.86,10,0.0,0.0,,,,,,,,True
30.4,43.49201388888889,13.501769444444445,119.7,4.2744,186.79,0.86,10,0.0,0.119,,,0.9916,-0.0923,0.0931,0.1089,0.1362,False
30.5,43.49201111111111,13.501769444444445,119.7,3.7503,177.54,0.86,10,0.309,0.104,,,0.9899,-0.0906,0.0985,0.1021,0.1392,False
30.6,43.49201111111111,13.501769444444445,,3.1484,189.18,,,0.0,0.087,,,,,,,,False
30.7,43.49201111111111,13.501769444444445,119.7,2.6465,180.49,1.21,09,0.0,0.074,,,0.9893,-0.0903,0.0982,0.1074,0.1426,True
30.8,43.49201111111111,13.501769444444445,119.7,2.315,182.09,1.21,09,0.0,0.064,,,0.9903,-0.0918,0.099,0.1099,0.1333,False
31.0,43.49200833333333,13.501769444444445,119.7,1.7816,188.84,1.21,09,0.309,0.099,,,0.9923,-0.0924,0.0997,0.1055,0.1357,True
31.1,43.49200833333333,13.501769444444445,119.7,0.0037,188.84,1.21,09,0.0,0.0,,,0.9921,-0.0897,0.1108,0.1021,0.1689,False
31.2,43.49200833333333,13.501769444444445,119.7,0.0019,188.84,1.21,09,0.0,0.0,,,0.9843,-0.0827,0.2065,0.1084,0.248,False
31.4,43.49200833333333,13.501769444444445,119.7,0.0019,188.84,1.21,09,0.0,0.0,,,0.9652,-0.0764,0.2701,0.0913,0.3115,False
31.4,43.49200833333333,13.501769444444445,119.7,0.0019,188.84,1.21,09,0.0,0.0,,,,,,,,False
31.5,43.49200833333333,13.501769444444445,119.7,0.0,188.84,1.21,09,0.0,0.0,,,0.9518,-0.0817,0.2348,0.0972,0.2769,False
31.6,43.49200833333333,13.501769444444445,119.7,0.0,188.84,1.21,09,0.0,0.0,,,0.967,-0.0811,0.2372,0.1001,0.2876,False
31.7,43.49200833333333,13.501769444444445,119.8,0.0,188.84,1.21,09,0.0,0.0,,,0.9736,-0.0775,0.2451,0.0913,0.2827,False
31.9,43.49200833333333,13.501769444444445,119.8,0.0019,188.84,1.21,09,0.0,0.0,,,0.9748,-0.0797,0.2204,0.0908,0.2534,False
32.0,43.49200833333333,13.501769444444445,119.8,0.0019,188.84,1.21,09,0.0,0.0,,,0.9695,-0.0799,0.2447,0.0942,0.2817,False
32.2,43.49200833333333,13.501769444444445,119.8,0.0019,188.84,1.21,09,0.0,0.0,,,0.9639,-0.0764,0.2321,0.0923,0.2808,False
32.3,43.49200833333333,13.501769444444445,119.8,0.0,188.84,1.21,09,0.0,0.0,,,0.9689,-0.0809,0.237,0.1001,0.2925,False
32.3,43.49200833333333,13.501769444444445,119.8,0.0,188.84,1.21,09,0.0,0.0,,,,,,,,False
32.5,43.49200833333333,13.501769444444445,119.8,0.0,188.84,1.21,09,0.0,0.0,,,0.9678,-0.0811,0.2358,0.1001,0.2773,False
32.6,43.49200833333333,13.501766666666667,119.8,0.0019,188.84,1.21,09,0.224,0.0,,,0.9704,-0.0809,0.2366,0.0991,0.2886,False
32.8,43.49200833333333,13.501766666666667,119.8,0.0019,188.84,1.21,09,0.0,0.0,,,0.97,-0.082,0.2351,0.0977,0.2803,False
32.9,43.49200833333333,13.501766666666667,119.8,0.0,188.84,1.21,09,0.0,0.0,,,0.9697,-0.078,0.2372,0.0957,0.2788,False
33.1,43.49200833333333,13.501766666666667,119.9,0.0,188.84,1.21,09,0.0,0.0,,,0.9714,-0.0814,0.2331,0.1055,0.2729,False
33.3,43.49200833333333,13.501766666666667,119.9,0.0,188.84,1.21,09,0.0,0.0,,,0.9755,-0.0829,0.2083,0.0986,0.2622,False
33.3,43.49200833333333,13.501766666666667,119.9,0.0,188.84,1.21,09,0.0,0.0,,,,,,,,False
33.4,43.49200833333333,13.501766666666667,119.9,0.0,188.84,1.21,09,0.0,0.0,,,0.9635,-0.0754,0.2679,0.0938,0.3267,False
33.5,43.49200833333333,13.501766666666667,119.9,0.0019,188.84,1.21,09,0.0,0.0,,,0.9605,-0.0776,0.2858,0.104,0.3896,False
