t,lat,lon,altitude_m,speed_kmh,heading_deg,gps_dop,gps_sats,dist_m,arc_m,slope_pct,slope_deg,g_vertical,g_lateral,g_longitudinal,g_lateral_peak,g_long_peak,in_curve
0.0,43.50501666666667,13.499858333333332,41.5,0.0,,0.68,14,49.72,0.0,-0.6,-0.346,,,,,,False
0.0,43.50443611111111,13.499666666666666,38.4,0.0,,0.68,15,66.38,0.0,-4.67,-2.674,,,,,,False
0.0,43.50432222222222,13.49958611111111,38.1,0.0,,0.68,14,14.233,0.0,-2.11,-1.207,,,,,,False
0.0,43.50284166666667,13.498563888888889,38.5,0.0,,0.68,14,184.121,0.0,0.22,0.124,,,,,,False
0.0,43.50243888888889,13.49828611111111,39.0,0.0,,0.7,13,50.078,0.0,1.0,0.572,,,,,,False
0.0,43.502175,13.498102777777778,39.7,0.0,,0.7,13,32.858,0.0,2.13,1.22,,,,,,False
0.0,43.50204166666666,13.498008333333333,39.9,0.0,,0.68,14,16.668,0.0,1.2,0.687,,,,,,False
0.0,43.5009,13.49721111111111,44.7,0.0,,0.68,14,142.303,0.0,3.37,1.932,,,,,,False
0.0,43.49925833333334,13.496672222222221,52.4,0.0,,0.72,14,187.648,0.0,4.1,2.35,,,,,,False
0.0,43.49838611111111,13.4965,58.2,0.0,,0.72,14,97.976,0.0,5.92,3.388,,,,,,False
0.0,43.498244444444445,13.496469444444443,59.1,0.0,,0.72,14,15.944,0.0,5.64,3.231,,,,,,False
0.0,43.49474166666667,13.497727777777778,83.0,0.0,,0.72,13,402.499,0.0,5.94,3.398,,,,,,False
0.0,43.49467777777778,13.49788611111111,84.2,0.0,,0.68,14,14.615,0.0,8.21,4.694,,,,,,False
0.0,43.49463888888889,13.498058333333333,85.1,0.0,,0.68,14,14.55,0.0,6.19,3.54,,,,,,False
0.0,43.494619444444446,13.498238888888888,86.0,0.0,,0.68,14,14.724,0.0,6.11,3.498,,,,,,False
0.0,43.494625,13.498813888888888,89.2,0.0,,0.68,14,46.387,0.0,6.9,3.946,,,,,,False
0.0,43.49463888888889,13.500211111111112,99.3,0.0,,0.72,13,112.718,0.0,8.96,5.12,,,,,,False
0.1,43.51444722222222,13.497905555555555,50.3,27.2577,189.64,0.7,14,2210.421,0.757,-2.22,-1.27,0.9978,-0.4468,0.221,0.8037,0.4722,False
0.1,43.51444166666667,13.497905555555555,50.3,27.5689,186.28,0.7,14,0.618,0.0,0.0,0.0,0.9301,-0.3261,0.1845,0.4531,0.4155,False
0.3,43.514433333333336,13.497902777777776,,27.6041,184.29,,,0.953,1.534,,,,,,,,False
0.4,43.514427777777776,13.497902777777776,50.3,27.8096,182.94,0.7,14,0.618,0.772,,,0.9296,-0.37,0.2073,0.5137,0.5732,True
0.5,43.51441944444444,13.497902777777776,,27.4189,180.69,,,0.927,0.762,,,,,,,,True
0.5,43.51441944444444,13.497902777777776,,27.4189,180.69,,,0.0,0.0,,,,,,,,True
0.6,43.51441111111111,13.497902777777776,50.3,27.8319,177.84,0.7,14,0.927,0.773,,,0.9677,-0.313,0.1951,0.4692,0.4355,True
0.6,43.514405555555555,13.497902777777776,50.2,27.8004,176.08,0.7,14,0.618,0.0,-16.19,-9.195,0.9197,-0.2925,0.1747,0.4302,0.5488,True
0.8,43.51439166666667,13.497905555555555,50.2,28.0874,174.77,0.68,15,1.561,1.56,0.0,0.0,0.9389,-0.3318,0.1822,0.4858,0.6201,True
1.0,43.514383333333335,13.497905555555555,,28.3541,169.12,,,0.927,1.575,,,,,,,,True
1.1,43.514377777777774,13.497908333333333,50.2,28.7782,167.97,0.68,15,0.657,0.799,,,0.9198,-0.2942,0.1893,0.4253,0.6362,True
1.2,43.51436944444445,13.49791111111111,,29.1301,167.21,,,0.953,0.809,,,,,,,,True
1.3,43.51436388888889,13.497913888888888,50.1,29.1153,164.27,0.68,15,0.657,0.809,,,0.9536,-0.2847,0.2219,0.459,0.6631,True
1.4,43.514355555555554,13.497916666666665,,29.0764,164.28,,,0.953,0.808,,,,,,,,True
1.5,43.51435,13.497919444444443,50.0,28.9597,162.85,0.68,15,0.657,0.804,,,0.9507,-0.2289,0.2696,0.395,0.7412,True
1.5,43.51434444444445,13.497922222222222,49.9,28.4263,164.96,0.68,15,0.657,0.0,-15.22,-8.653,0.9424,-0.2267,0.2364,0.3501,0.6401,True
1.5,43.51435,13.497919444444443,,28.9597,162.85,,,0.657,0.0,,,,,,,,True
1.7,43.51433055555555,13.497927777777777,49.8,28.1485,162.73,0.68,15,2.264,1.564,,,1.0018,-0.1729,0.2287,0.2754,0.5044,True
1.9,43.51432222222222,13.497930555555556,,28.0374,161.02,,,0.953,1.558,,,,,,,,True
2.0,43.514316666666666,13.497933333333332,49.4,28.6745,159.3,0.68,15,0.657,0.797,,,0.9881,-0.0687,0.2484,0.1538,0.4297,True
2.1,43.51431111111111,13.49793611111111,49.3,29.0079,159.02,0.68,15,0.657,0.806,-15.22,-8.653,0.9733,-0.0788,0.2531,0.1504,0.3687,True
2.2,43.51430277777778,13.497938888888887,,28.6875,158.65,,,0.953,0.797,,,,,,,,True
2.3,43.514297222222226,13.497944444444444,49.1,29.169,157.56,0.68,15,0.763,0.81,,,0.9799,-0.0425,0.2268,0.1479,0.3257,True
2.4,43.51428888888889,13.497947222222221,,29.3949,157.32,,,0.953,0.817,,,,,,,,True
2.5,43.51428333333333,13.49795,48.8,29.6913,157.84,0.68,15,0.657,0.825,,,0.9815,0.0187,0.2235,0.0903,0.3247,True
2.5,43.51428333333333,13.49795,48.8,29.6913,157.84,0.68,15,0.0,0.0,,,,,,,,True
2.6,43.514269444444444,13.497958333333333,48.7,29.7931,156.96,0.68,15,1.684,0.828,-5.94,-3.398,0.9854,0.0856,0.2157,0.1416,0.3433,True
2.8,43.51426388888889,13.497963888888888,,30.9673,158.23,,,0.763,1.72,,,,,,,,True
2.9,43.51425555555556,13.497966666666667,48.4,31.3173,158.34,0.68,15,0.953,0.87,,,0.9826,0.1412,0.2323,0.1929,0.3813,True
3.0,43.514247222222224,13.497972222222222,48.4,31.6248,157.98,0.68,15,1.029,0.878,0.0,0.0,0.9912,0.1719,0.2198,0.2656,0.3354,True
3.1,43.51424166666666,13.497974999999999,48.3,31.984,158.87,0.68,15,0.657,0.888,-15.22,-8.653,0.9933,0.1489,0.2257,0.2231,0.3159,True
3.2,43.51423333333334,13.497980555555555,48.3,31.684,159.39,0.68,15,1.029,0.88,0.0,0.0,0.9697,0.1667,0.2176,0.2485,0.3545,True
3.3,43.514225,13.497983333333332,48.2,32.6489,159.57,0.68,15,0.953,0.907,-10.49,-5.988,0.9691,0.1376,0.2669,0.2373,0.396,True
3.4,43.51421111111111,13.497991666666666,48.2,33.0193,160.91,0.68,15,1.684,0.917,0.0,0.0,0.9552,0.1344,0.2208,0.2202,0.3779,True
3.5,43.51421111111111,13.497991666666666,48.2,33.0193,160.91,0.68,15,0.0,0.917,,,,,,,,True
3.6,43.51419444444444,13.49799722222222,48.2,33.3953,162.88,0.68,15,1.907,0.928,0.0,0.0,0.9655,0.1901,0.2171,0.3286,0.521,True
3.8,43.51418611111111,13.498,48.2,34.0027,164.78,0.68,15,0.953,1.889,0.0,0.0,0.9453,0.1513,0.2745,0.2563,0.46,True
3.9,43.514177777777775,13.498002777777778,48.1,34.5954,165.99,0.68,15,0.953,0.961,-10.49,-5.988,0.9219,0.1893,0.2005,0.3325,0.8691,True
4.0,43.51416944444444,13.498005555555554,,35.5251,166.38,,,0.953,0.987,,,,,,,,True
4.1,43.514161111111115,13.498008333333333,48.1,35.901,167.3,0.68,15,0.953,0.997,,,0.9641,0.1004,0.2267,0.2568,0.604,True
4.1,43.51415277777778,13.49801111111111,48.1,36.2788,168.33,0.68,15,0.953,0.0,0.0,0.0,1.0005,0.142,0.2397,0.2793,0.4326,True
4.3,43.51414444444445,13.498013888888888,48.1,36.2029,169.59,0.68,15,0.953,2.011,0.0,0.0,0.9979,0.0819,0.2444,0.188,0.3896,True
4.4,43.514133333333334,13.498016666666667,48.1,37.053,170.07,0.68,15,1.256,1.029,0.0,0.0,0.9774,0.1143,0.2751,0.2085,0.4189,True
4.5,43.514116666666666,13.498019444444443,48.0,37.2919,170.7,0.68,15,1.867,1.036,-5.36,-3.066,0.9464,0.1287,0.2599,0.2422,0.4458,True
4.6,43.514116666666666,13.498019444444443,48.0,37.2919,170.7,0.68,15,0.0,1.036,,,,,,,,True
4.6,43.51410555555555,13.498022222222222,48.0,37.516,171.82,0.68,15,1.256,0.0,0.0,0.0,0.9286,0.0803,0.2614,0.248,0.502,True
4.7,43.51409722222222,13.498024999999998,48.0,37.9567,171.67,0.68,15,0.953,1.054,0.0,0.0,0.9821,0.1004,0.2113,0.168,0.3945,True
4.8,43.51408888888889,13.498024999999998,48.0,38.4364,172.89,0.68,15,0.927,1.068,0.0,0.0,0.9806,0.0899,0.2073,0.1543,0.4727,True
4.9,43.51407777777778,13.498027777777777,47.9,39.0328,172.69,0.68,15,1.256,1.084,-7.96,-4.553,0.9756,0.0745,0.2585,0.1709,0.4248,True
5.1,43.514069444444445,13.498030555555555,,39.5087,173.28,,,0.953,2.195,,,,,,,,True
5.2,43.51405833333333,13.498030555555555,47.9,39.4995,174.59,0.68,15,1.235,1.097,,,0.9585,0.0252,0.2617,0.0894,0.4756,True
5.3,43.51405,13.498033333333332,47.9,40.1402,174.93,0.68,15,0.953,1.115,0.0,0.0,0.9713,0.035,0.2271,0.104,0.3926,True
5.4,43.51403055555556,13.498033333333332,48.0,40.3366,175.43,0.68,15,2.162,1.12,4.63,2.648,0.9883,-0.0048,0.2408,0.0815,0.3638,True
5.5,43.51403055555556,13.498033333333332,48.0,40.3366,175.43,0.68,15,0.0,1.12,,,,,,,,True
5.6,43.51401944444444,13.49803611111111,47.9,40.7107,176.29,0.62,16,1.256,1.131,-7.96,-4.553,0.9716,-0.0207,0.2624,0.0869,0.3779,True
5.7,43.51400833333334,13.49803611111111,47.9,40.9514,177.31,0.62,16,1.235,1.138,0.0,0.0,0.9884,-0.0245,0.2417,0.1069,0.3618,True
5.8,43.514,13.49803611111111,47.9,41.2218,176.75,0.62,16,0.927,1.145,0.0,0.0,0.9748,0.0009,0.2358,0.0625,0.311,True
5.9,43.51398888888889,13.498038888888889,47.9,41.6052,177.05,0.62,16,1.256,1.156,0.0,0.0,0.9643,0.0007,0.2608,0.0454,0.3643,True
6.0,43.513977777777775,13.498038888888889,47.8,41.6904,176.96,0.62,16,1.235,1.158,-8.09,-4.627,0.9657,-0.0081,0.2457,0.0532,0.3203,True
6.1,43.51396944444444,13.498038888888889,47.8,42.3682,176.84,0.62,16,0.927,1.177,0.0,0.0,0.9614,-0.0082,0.2326,0.061,0.314,True
6.2,43.513958333333335,13.498038888888889,47.8,42.5627,177.15,0.62,16,1.235,1.182,0.0,0.0,0.9691,-0.007,0.2461,0.0645,0.334,True
6.3,43.513936111111114,13.498041666666666,47.7,42.809,177.2,0.62,16,2.481,1.189,-4.03,-2.308,0.9836,-0.0229,0.2603,0.0918,0.3945,True
6.5,43.513925,13.498041666666666,47.7,43.0905,178.08,0.62,16,1.235,2.394,0.0,0.0,0.9819,0.0072,0.2375,0.0664,0.3008,True
6.5,43.513925,13.498041666666666,47.7,43.0905,178.08,0.62,16,0.0,0.0,,,,,,,,True
6.6,43.51391388888889,13.498041666666666,47.6,43.4442,177.61,0.62,16,1.235,1.207,-8.09,-4.627,0.9814,-0.0064,0.2267,0.0957,0.3325,True
6.7,43.51390555555555,13.498044444444444,47.6,43.8628,177.86,0.62,16,0.953,1.218,0.0,0.0,0.9734,-0.0077,0.236,0.0752,0.4199,True
6.8,43.513894444444446,13.498044444444444,47.6,44.2591,177.44,0.62,16,1.235,1.229,0.0,0.0,0.9647,-0.0061,0.2338,0.0898,0.3433,True
6.9,43.51388333333333,13.498044444444444,47.5,44.5387,177.54,0.62,16,1.235,1.237,-8.09,-4.627,0.9678,-0.0301,0.23,0.0791,0.335,True
7.0,43.513872222222226,13.498044444444444,47.5,44.7239,177.6,0.62,16,1.235,1.242,0.0,0.0,0.9728,-0.0177,0.2362,0.084,0.3047,True
7.1,43.51386111111111,13.498044444444444,47.5,44.8925,177.88,0.62,16,1.235,1.247,0.0,0.0,0.9742,0.0075,0.2349,0.0864,0.3315,True
7.2,43.51383888888889,13.49804722222222,47.5,45.0184,177.87,0.62,16,2.481,1.251,0.0,0.0,0.9438,-0.0314,0.2337,0.1367,0.4409,False
7.4,43.513825,13.49804722222222,47.4,45.6018,177.84,0.62,16,1.544,2.533,-6.48,-3.705,0.9648,-0.0392,0.2125,0.0957,0.3608,True
7.5,43.51381388888889,13.49804722222222,47.4,45.5203,178.03,0.62,16,1.235,1.264,0.0,0.0,0.9829,-0.0451,0.2057,0.126,0.4062,True
7.5,43.51381388888889,13.49804722222222,47.4,45.5203,178.03,0.62,16,0.0,0.0,,,,,,,,True
7.6,43.51380277777778,13.49805,47.3,46.1315,177.99,0.62,16,1.256,1.281,-7.96,-4.553,1.0276,-0.0459,0.2302,0.1362,0.3325,True
7.7,43.51379166666667,13.49805,47.3,46.3833,177.64,0.68,15,1.235,1.288,0.0,0.0,0.9935,-0.0324,0.2493,0.1025,0.3193,False
7.8,43.513780555555556,13.49805,47.3,46.7352,177.95,0.68,15,1.235,1.298,0.0,0.0,0.9908,-0.0291,0.235,0.0962,0.3823,True
7.9,43.51376944444444,13.49805,47.2,46.3185,177.79,0.62,16,1.235,1.287,-8.09,-4.627,0.9807,-0.0105,0.2208,0.0649,0.2969,True
8.0,43.513755555555555,13.49805,47.2,46.6482,178.14,0.62,16,1.544,1.296,0.0,0.0,0.987,-0.0156,0.2328,0.1172,0.2935,True
8.1,43.513733333333334,13.498052777777778,47.2,46.9889,177.62,0.62,16,2.481,1.305,0.0,0.0,0.9658,-0.0257,0.2251,0.0684,0.2793,True
8.3,43.51372222222222,13.498052777777778,47.2,47.4279,177.76,0.62,16,1.235,2.635,0.0,0.0,0.9813,-0.0283,0.2038,0.0894,0.3057,True
8.4,43.513708333333334,13.498052777777778,,47.9649,177.83,,,1.544,1.332,,,,,,,,True
8.5,43.51369722222222,13.498055555555554,47.2,47.6057,178.15,0.68,15,1.256,1.322,,,0.9765,-0.0242,0.2106,0.082,0.3257,True
8.5,43.51368611111111,13.498055555555554,47.1,48.0705,178.23,0.68,15,1.235,0.0,-8.09,-4.627,0.9631,-0.006,0.212,0.0884,0.2671,True
8.5,43.51369722222222,13.498055555555554,,47.6057,178.15,,,1.235,0.0,,,,,,,,True
8.6,43.51367222222222,13.498055555555554,47.1,47.9298,178.27,0.68,15,2.78,1.331,,,0.9739,0.0085,0.2065,0.0786,0.3218,False
8.7,43.51366111111111,13.498055555555554,47.1,47.9927,178.14,0.68,15,1.235,1.333,0.0,0.0,0.9864,-0.0149,0.1799,0.1064,0.2861,False
8.8,43.51365,13.498055555555554,47.1,48.4372,178.26,0.68,15,1.235,1.345,0.0,0.0,0.9801,-0.0042,0.2008,0.0752,0.2598,False
8.9,43.51363611111111,13.498055555555554,47.1,0.0,,0.68,15,1.544,0.0,0.0,0.0,0.9899,-0.0159,0.2182,0.0732,0.3481,False
9.0,43.513625,13.498058333333333,47.1,48.3816,177.97,0.68,15,1.256,1.344,0.0,0.0,0.9859,-0.001,0.1956,0.0645,0.3071,False
9.1,43.51361388888889,13.498058333333333,47.0,48.5317,178.44,0.68,15,1.235,1.348,-8.09,-4.627,0.9786,-0.0173,0.2025,0.0986,0.313,True
9.2,43.5136,13.498058333333333,47.0,48.9891,178.48,0.68,15,1.544,1.361,0.0,0.0,0.998,0.0086,0.1974,0.0732,0.2744,True
9.4,43.51358888888889,13.498058333333333,,48.7613,178.05,,,1.235,2.709,,,,,,,,True
9.5,43.513575,13.498058333333333,47.0,49.0002,178.69,0.68,15,1.544,1.361,,,0.9664,-0.0145,0.2155,0.0674,0.2944,True
9.5,43.51356388888889,13.49806111111111,46.9,48.8576,178.1,0.68,15,1.256,0.0,-7.96,-4.553,0.9675,-0.0089,0.1935,0.0625,0.2974,True
9.5,43.513575,13.498058333333333,,49.0002,178.69,,,1.256,0.0,,,,,,,,True
9.6,43.51355,13.49806111111111,46.9,49.4243,178.92,0.68,15,2.789,1.373,,,0.969,-0.004,0.2001,0.0776,0.2954,True
9.7,43.51353888888889,13.49806111111111,46.9,49.1317,178.67,0.68,15,1.235,1.365,0.0,0.0,0.9864,-0.0196,0.1979,0.0962,0.2959,False
9.8,43.513525,13.49806111111111,46.9,0.0,,0.68,15,1.544,0.0,0.0,0.0,0.971,-0.0074,0.1926,0.1431,0.2808,False
9.9,43.51351388888889,13.49806111111111,46.9,49.6725,178.63,0.68,15,1.235,1.38,0.0,0.0,0.991,0.0108,0.2069,0.0659,0.311,False
10.0,43.5135,13.49806111111111,46.8,50.217,178.57,0.68,15,1.544,1.395,-6.48,-3.705,0.9701,-0.012,0.183,0.0894,0.3296,True
10.1,43.51348888888889,13.498063888888888,46.8,49.7651,178.12,0.68,15,1.256,1.382,0.0,0.0,0.9546,-0.0137,0.1828,0.0811,0.3232,True
10.3,43.513475,13.498063888888888,,49.6632,179.19,,,1.544,2.759,,,,,,,,False
10.4,43.513463888888886,13.498063888888888,46.8,49.6632,178.19,0.68,15,1.235,1.38,,,0.9959,-0.0068,0.1443,0.0894,0.2827,True
10.4,43.51345,13.498063888888888,46.8,49.5225,178.91,0.68,15,1.544,0.0,0.0,0.0,1.0137,-0.0437,0.1667,0.147,0.2729,True
10.5,43.51343888888889,13.498063888888888,46.7,49.7892,178.95,0.68,15,1.235,1.383,-8.09,-4.627,0.997,-0.0167,0.1824,0.0781,0.313,True
10.5,43.51345,13.498063888888888,,49.5225,178.91,,,1.235,0.0,,,,,,,,True
10.6,43.513425,13.498063888888888,46.7,49.4614,178.68,0.68,15,2.78,1.374,,,0.9955,-0.0289,0.186,0.0737,0.3164,False
10.7,43.51341388888889,13.498063888888888,46.7,0.0,,0.68,15,1.235,0.0,0.0,0.0,0.9726,-0.0219,0.1779,0.1392,0.3433,False
10.8,43.5134,13.498066666666666,46.7,50.0077,178.76,0.68,15,1.561,1.389,0.0,0.0,0.9765,-0.0544,0.1876,0.1123,0.3164,False
10.9,43.51338888888889,13.498066666666666,46.6,49.8058,179.4,0.68,15,1.235,1.383,-8.09,-4.627,0.9742,-0.0094,0.1601,0.0791,0.27,True
11.0,43.513375,13.498066666666666,46.6,49.5003,179.16,0.68,15,1.544,1.375,0.0,0.0,0.9935,-0.0242,0.1787,0.125,0.3638,False
11.1,43.51336388888889,13.498066666666666,46.6,49.5762,179.33,0.68,15,1.235,1.377,0.0,0.0,0.9924,-0.0437,0.1704,0.1191,0.2822,False
11.2,43.51335,13.498066666666666,46.5,49.7947,179.26,0.68,15,1.544,1.383,-6.48,-3.705,0.9808,-0.0086,0.1735,0.0952,0.3042,True
11.4,43.51333611111111,13.498066666666666,,49.6855,178.96,,,1.544,2.76,,,,,,,,False
11.5,43.513325,13.498066666666666,46.5,49.6521,179.26,0.68,15,1.235,1.379,,,0.971,-0.0334,0.16,0.1182,0.3794,True
11.5,43.513325,13.498066666666666,46.5,49.6521,179.26,0.68,15,0.0,0.0,,,,,,,,True
11.6,43.5133,13.498066666666666,46.5,49.6632,178.82,0.68,15,2.78,1.38,0.0,0.0,0.9824,-0.0216,0.1437,0.0645,0.2534,False
11.7,43.513286111111114,13.498066666666666,46.4,0.0,,0.68,15,1.544,0.0,-6.48,-3.705,0.9897,-0.0338,0.1588,0.0996,0.2949,False
11.8,43.513275,13.498066666666666,46.4,49.3854,178.9,0.68,15,1.235,1.372,0.0,0.0,0.9844,-0.0315,0.1557,0.1074,0.249,False
12.0,43.51325,13.498066666666666,46.4,49.3132,179.42,0.68,15,2.78,2.74,0.0,0.0,0.9983,-0.0318,0.1836,0.1089,0.3164,False
12.2,43.513225,13.498069444444443,46.4,49.404,178.88,0.7,13,2.789,2.745,0.0,0.0,0.987,-0.0395,0.1743,0.1089,0.3071,True
12.4,43.5132,13.498069444444443,46.4,49.3632,179.7,0.7,13,2.78,2.742,0.0,0.0,0.9729,-0.0254,0.2066,0.1455,0.3794,True
12.5,43.5132,13.498069444444443,46.4,49.3632,179.7,0.7,13,0.0,1.371,,,,,,,,True
12.6,43.513175,13.498069444444443,46.3,49.541,178.74,0.7,13,2.78,1.376,-3.6,-2.06,0.9904,-0.0622,0.1777,0.1646,0.3955,True
12.8,43.51315,13.498069444444443,46.3,49.7447,178.2,0.68,15,2.78,2.764,0.0,0.0,1.0063,-0.0705,0.2237,0.1245,0.3672,True
13.0,43.513125,13.498072222222222,46.3,49.9077,179.26,0.68,15,2.789,2.773,0.0,0.0,0.9646,-0.0267,0.2044,0.0981,0.3423,True
13.2,43.5131,13.498072222222222,46.3,50.3337,178.61,0.68,15,2.78,2.796,0.0,0.0,0.9584,-0.06,0.2006,0.1387,0.3584,True
13.4,43.513075,13.498072222222222,46.3,50.2411,178.84,0.68,15,2.78,2.791,0.0,0.0,0.9746,-0.0283,0.1954,0.0903,0.3281,True
13.5,43.513075,13.498072222222222,46.3,50.2411,178.84,0.68,15,0.0,1.396,,,,,,,,False
13.6,43.51305,13.498072222222222,46.3,50.1966,178.78,0.68,15,2.78,1.394,0.0,0.0,0.9799,-0.0459,0.2002,0.125,0.3716,True
13.8,43.513025,13.498072222222222,46.3,50.417,179.62,0.68,15,2.78,2.801,0.0,0.0,1.0015,-0.0671,0.2039,0.1353,0.3257,True
14.0,43.512997222222225,13.498072222222222,46.3,50.5985,179.69,0.68,15,3.089,2.811,0.0,0.0,0.9905,-0.0548,0.2037,0.1318,0.4424,False
14.2,43.512972222222224,13.498075,46.3,50.6263,179.44,0.68,15,2.789,2.813,0.0,0.0,0.9914,-0.057,0.2158,0.2129,0.4375,True
14.4,43.51294722222222,13.498075,46.3,50.6929,179.3,0.68,15,2.78,2.816,0.0,0.0,0.9486,-0.0634,0.1856,0.2378,0.439,False
14.5,43.51294722222222,13.498075,46.3,50.6929,179.3,0.68,15,0.0,1.408,,,,,,,,True
14.6,43.51292222222222,13.498075,46.2,51.2578,179.45,0.68,15,2.78,1.424,-3.6,-2.06,0.9926,-0.0726,0.1906,0.1455,0.3745,True
14.8,43.51289444444444,13.498075,46.3,51.8486,179.56,0.68,15,3.089,2.88,3.24,1.854,0.9694,-0.0623,0.2171,0.1416,0.3242,True
15.0,43.51286944444445,13.498075,46.2,51.6893,179.2,0.68,15,2.78,2.872,-3.6,-2.06,0.9531,-0.0687,0.1999,0.1431,0.2769,True
15.2,43.51284444444445,13.498075,46.2,52.0764,178.83,0.68,15,2.78,2.893,0.0,0.0,0.9745,-0.0264,0.1965,0.1055,0.2983,True
15.4,43.512816666666666,13.498077777777777,46.2,51.9486,178.79,0.68,15,3.097,2.886,0.0,0.0,0.9694,-0.0441,0.1993,0.1289,0.3213,False
15.5,43.512816666666666,13.498077777777777,46.2,51.9486,178.79,0.68,15,0.0,1.443,,,,,,,,True
15.6,43.512791666666665,13.498077777777777,46.1,52.4894,179.1,0.68,15,2.78,1.458,-3.6,-2.06,0.9799,-0.0305,0.1903,0.1055,0.2969,False
15.8,43.51276388888889,13.498077777777777,46.1,52.4523,178.9,0.68,15,3.089,2.914,0.0,0.0,0.9733,-0.0653,0.2142,0.1782,0.4077,False
16.0,43.51273888888889,13.498080555555555,46.1,52.5672,179.11,0.68,15,2.789,2.92,0.0,0.0,0.9572,-0.0275,0.1929,0.085,0.2881,False
