t,lat,lon,speed_kmh,R_gps,dir_gps,R_osm,dir_osm,road_name,quality
0.0,43.534275,13.500291666666667,32.7897,59.3,left,44.2,left,Strada Frazione Aspio,ok
0.1,43.53426944444444,13.50028611111111,32.8971,104.7,left,44.2,left,Strada Frazione Aspio,ok
0.2,43.53426111111111,13.500277777777777,33.0841,43.5,left,44.2,left,Strada Frazione Aspio,ok
0.3,43.53425555555555,13.500269444444445,32.7248,30.8,left,44.2,left,Strada Frazione Aspio,ok
0.4,43.53425,13.500263888888888,32.8841,48.2,left,44.2,left,Strada Frazione Aspio,ok
0.5,43.53424444444444,13.500255555555556,32.5063,,straight,44.2,left,Strada Frazione Aspio,ok
0.6,43.534236111111106,13.50025,0.0,,straight,44.2,left,Strada Frazione Aspio,ok
0.7,43.53423055555555,13.500241666666666,32.1915,,straight,44.2,left,Strada Frazione Aspio,ok
0.8,43.53422222222222,13.50023611111111,32.1915,120.6,left,44.2,left,Strada Frazione Aspio,ok
0.9,43.534216666666666,13.500230555555556,31.8729,55.4,left,44.2,left,Strada Frazione Aspio,ok
1.0,43.53421111111111,13.500225,32.1378,44.9,left,44.2,left,Strada Frazione Aspio,ok
1.1,43.53420277777778,13.500219444444445,32.2174,46.0,left,44.2,left,Strada Frazione Aspio,ok
1.2,43.53419722222222,13.500213888888888,32.4415,42.5,left,44.2,left,Strada Frazione Aspio,ok
1.3,43.534188888888885,13.500208333333333,32.0748,,straight,44.2,left,Strada Frazione Aspio,ok
1.4,43.53418333333333,13.500202777777778,0.0,,straight,44.2,left,Strada Frazione Aspio,ok
1.5,43.534175,13.500197222222223,32.4396,,straight,44.2,left,Strada Frazione Aspio,ok
1.6,43.534166666666664,13.500191666666666,0.0,,straight,44.2,left,Strada Frazione Aspio,ok
1.7,43.53416111111111,13.50018888888889,32.7211,,straight,44.2,left,Strada Frazione Aspio,ok
1.8,43.53415277777778,13.500183333333334,33.4119,39.1,left,44.2,left,Strada Frazione Aspio,ok
1.9,43.53414444444444,13.500180555555556,33.7916,47.0,left,44.2,left,Strada Frazione Aspio,ok
2.0,43.53413611111111,13.500175,34.4954,57.2,left,44.2,left,Strada Frazione Aspio,ok
2.1,43.534127777777776,13.500172222222222,33.7749,70.3,left,44.2,left,Strada Frazione Aspio,ok
2.2,43.53411944444444,13.500166666666667,34.7898,46.7,left,44.2,left,Strada Frazione Aspio,ok
2.3,43.53411111111111,13.500163888888888,34.9195,48.5,left,44.2,left,Strada Frazione Aspio,ok
2.4,43.534102777777775,13.500158333333333,35.2047,,straight,44.2,left,Strada Frazione Aspio,ok
2.5,43.53409444444444,13.500155555555555,0.0,,straight,44.2,left,Strada Frazione Aspio,ok
2.6,43.53408611111111,13.500152777777778,35.1287,,straight,44.2,left,Strada Frazione Aspio,ok
2.8,43.53406944444444,13.500147222222223,34.9398,134.8,left,44.2,left,Strada Frazione Aspio,ok
3.0,43.534052777777774,13.50013888888889,34.5805,160.7,left,44.2,left,Strada Frazione Aspio,ok
3.2,43.53403611111111,13.500133333333334,35.6751,141.1,left,44.2,left,Strada Frazione Aspio,ok
3.4,43.53401944444444,13.500127777777777,35.9195,157.7,left,44.2,left,Strada Frazione Aspio,ok
3.6,43.53400277777778,13.500122222222222,36.0584,104.8,left,44.2,left,Strada Frazione Aspio,ok
3.8,43.53398333333333,13.500116666666667,36.0677,244.3,left,44.2,left,Strada Frazione Aspio,ok
4.0,43.533966666666664,13.500111111111112,35.7066,167.1,left,44.2,left,Strada Frazione Aspio,ok
4.2,43.53395,13.500108333333333,35.9621,84.5,left,44.2,left,Strada Frazione Aspio,ok
4.4,43.53393055555556,13.500102777777778,36.1381,88.8,left,44.2,left,Strada Frazione Aspio,ok
4.6,43.53391388888889,13.5001,36.74,79.3,left,44.2,left,Strada Frazione Aspio,ok
4.8,43.53389444444444,13.500097222222223,37.2104,149.9,left,44.2,left,Strada Frazione Aspio,ok
5.0,43.533874999999995,13.500094444444445,37.5697,405.4,left,44.2,left,Strada Frazione Aspio,ok
5.2,43.533858333333335,13.500091666666666,37.2493,150.1,left,44.2,left,Strada Frazione Aspio,ok
5.4,43.53383888888889,13.500091666666666,37.5326,207.8,left,44.2,left,Strada Frazione Aspio,ok
5.6,43.53381944444444,13.50008888888889,37.1715,657.3,right,44.2,left,Strada Frazione Aspio,ok
5.8,43.5338,13.500086111111111,37.1863,,straight,44.2,left,Strada Frazione Aspio,ok
6.0,43.53378333333333,13.500086111111111,37.2382,239.5,left,44.2,left,Strada Frazione Aspio,ok
6.2,43.533763888888885,13.500083333333333,36.5326,287.1,left,44.2,left,Strada Frazione Aspio,ok
6.4,43.53374722222222,13.500080555555556,36.1807,1001.4,right,44.2,left,Strada Frazione Aspio,ok
6.6,43.53372777777778,13.500080555555556,35.6788,,straight,44.2,left,Strada Frazione Aspio,ok
6.7,43.53371944444444,13.500080555555556,0.0,,straight,44.2,left,Strada Frazione Aspio,ok
6.8,43.53371111111111,13.500080555555556,35.3047,,straight,44.2,left,Strada Frazione Aspio,ok
6.9,43.533699999999996,13.500080555555556,34.5065,61.4,left,44.2,left,Strada Frazione Aspio,ok
7.0,43.53369166666666,13.500080555555556,34.8232,72.0,left,44.2,left,Strada Frazione Aspio,ok
7.1,43.53368333333333,13.500080555555556,34.3916,65.6,left,44.2,left,Strada Frazione Aspio,ok
7.2,43.533674999999995,13.500080555555556,34.4342,76.6,left,44.2,left,Strada Frazione Aspio,ok
7.3,43.53366666666666,13.500080555555556,34.0046,,straight,44.2,left,Strada Frazione Aspio,ok
7.4,43.53365833333333,13.500080555555556,0.0,,straight,44.2,left,Strada Frazione Aspio,ok
7.5,43.53365,13.500080555555556,34.0861,,straight,44.2,left,Strada Frazione Aspio,ok
7.6,43.53364166666667,13.500083333333333,33.7083,33.0,left,44.2,left,Strada Frazione Aspio,ok
7.7,43.533633333333334,13.500083333333333,33.9342,41.5,left,44.2,left,Strada Frazione Aspio,ok
7.8,43.533625,13.500083333333333,33.8749,87.7,left,44.2,left,Strada Frazione Aspio,ok
7.9,43.53361666666667,13.500086111111111,33.8953,189.3,left,44.2,left,Strada Frazione Aspio,ok
8.0,43.53360833333333,13.500086111111111,34.0212,112.8,left,44.2,left,Strada Frazione Aspio,ok
8.1,43.5336,13.50008888888889,33.6064,227.6,left,44.2,left,Strada Frazione Aspio,ok
8.2,43.533588888888886,13.500091666666666,33.912,,straight,44.2,left,Strada Frazione Aspio,ok
8.3,43.53358055555555,13.500091666666666,0.0,,straight,44.2,left,Strada Frazione Aspio,ok
8.4,43.53357222222222,13.500094444444445,34.1657,,straight,44.2,left,Strada Frazione Aspio,ok
8.5,43.533563888888885,13.500094444444445,34.4583,33.0,left,44.2,left,Strada Frazione Aspio,ok
8.6,43.53355555555555,13.500097222222223,34.6361,29.2,left,44.2,left,Strada Frazione Aspio,ok
8.7,43.53354722222222,13.5001,34.4731,44.1,left,44.2,left,Strada Frazione Aspio,ok
8.8,43.533538888888884,13.500102777777778,33.8064,61.1,left,44.2,left,Strada Frazione Aspio,ok
8.9,43.53353055555555,13.500105555555555,33.7434,56.8,left,44.2,left,Strada Frazione Aspio,ok
9.0,43.53352222222222,13.500108333333333,34.4435,107.5,left,44.2,left,Strada Frazione Aspio,ok
9.1,43.53351388888888,13.500111111111112,34.7639,,straight,44.2,left,Strada Frazione Aspio,ok
9.2,43.53350555555556,13.500113888888889,0.0,,straight,44.2,left,Strada Frazione Aspio,ok
9.3,43.53349722222222,13.500119444444444,35.1361,,straight,26.3,left,Strada Frazione Aspio,ok
9.4,43.53348888888889,13.500122222222222,34.4268,25.7,left,26.3,left,Strada Frazione Aspio,ok
9.5,43.533480555555556,13.500127777777777,33.8601,22.9,left,26.3,left,Strada Frazione Aspio,ok
9.6,43.53347222222222,13.500130555555556,33.9842,26.4,left,26.3,left,Strada Frazione Aspio,ok
9.7,43.53346666666666,13.500136111111111,33.7842,42.0,left,26.3,left,Strada Frazione Aspio,ok
9.8,43.53345833333333,13.500141666666666,34.049,62.5,left,26.3,left,Strada Frazione Aspio,ok
10.0,43.533449999999995,13.500147222222223,33.8064,123.2,left,26.3,left,Strada Frazione Aspio,ok
10.1,43.53344166666666,13.500152777777778,34.412,73.0,left,26.3,left,Strada Frazione Aspio,ok
10.2,43.533427777777774,13.500163888888888,34.6417,27.0,left,26.3,left,Strada Frazione Aspio,ok
10.4,43.53341944444444,13.500172222222222,34.1861,27.9,left,26.3,left,Strada Frazione Aspio,ok
10.5,43.53341388888889,13.500177777777777,34.5639,37.8,left,26.3,left,Strada Frazione Aspio,ok
10.6,43.533405555555554,13.50018611111111,34.5398,31.2,left,26.3,left,Strada Frazione Aspio,ok
10.7,43.5334,13.500191666666666,34.412,38.2,left,26.3,left,Strada Frazione Aspio,ok
10.8,43.53339166666667,13.5002,35.3158,41.3,left,26.3,left,Strada Frazione Aspio,ok
10.9,43.533386111111106,13.500208333333333,34.9639,23.0,left,26.3,left,Strada Frazione Aspio,ok
11.0,43.53337777777777,13.500216666666667,34.9287,23.6,left,26.3,left,Strada Frazione Aspio,ok
11.1,43.533366666666666,13.50023611111111,34.9083,36.2,left,26.3,left,Strada Frazione Aspio,ok
11.3,43.53335555555555,13.500252777777778,35.1065,34.2,left,26.3,left,Strada Frazione Aspio,ok
11.5,43.53335,13.500263888888888,35.1287,35.4,left,26.3,left,Strada Frazione Aspio,ok
11.6,43.533338888888885,13.500283333333334,35.4399,45.4,left,26.3,left,Strada Frazione Aspio,ok
11.8,43.53333333333333,13.500294444444444,35.5491,37.5,left,26.3,left,Strada Frazione Aspio,ok
11.9,43.53333055555555,13.500302777777778,34.6157,30.8,left,26.3,left,Strada Frazione Aspio,ok
12.0,43.533319444444444,13.500325,35.3436,19.7,left,26.3,left,Strada Frazione Aspio,ok
12.1,43.533316666666664,13.50033611111111,34.5991,19.2,left,26.3,left,Strada Frazione Aspio,ok
12.2,43.53331388888889,13.500347222222222,34.4991,41.6,left,26.3,left,Strada Frazione Aspio,ok
12.3,43.53330833333333,13.500358333333333,34.5287,41.8,left,26.3,left,Strada Frazione Aspio,ok
12.4,43.53330555555556,13.500369444444445,34.8361,51.7,left,26.3,left,Strada Frazione Aspio,ok
12.6,43.53330277777778,13.500380555555555,34.5102,54.9,left,26.3,left,Strada Frazione Aspio,ok
12.7,43.5333,13.500391666666667,34.5009,,straight,26.3,left,Strada Frazione Aspio,ok
12.8,43.533294444444444,13.50041388888889,0.0,,straight,26.3,left,Strada Frazione Aspio,ok
12.9,43.53329166666666,13.500425,34.3657,,straight,26.3,left,Strada Frazione Aspio,ok
13.0,43.53328888888889,13.500438888888889,34.7676,47.5,left,26.3,left,Strada Frazione Aspio,ok
13.1,43.53328888888889,13.50045,34.7898,162.9,left,26.3,left,Strada Frazione Aspio,ok
13.2,43.53328611111111,13.500461111111111,34.9417,63.2,left,26.3,left,Strada Frazione Aspio,ok
13.4,43.53328333333333,13.500472222222223,34.5713,54.8,left,26.3,left,Strada Frazione Aspio,ok
13.5,43.53328055555556,13.500497222222222,34.062,99.5,left,26.3,left,Strada Frazione Aspio,ok
13.6,43.53328055555556,13.500508333333334,34.6694,,straight,57.4,left,Strada Frazione Aspio,ok
13.7,43.533277777777776,13.500519444444445,0.0,,straight,57.4,left,Strada Frazione Aspio,ok
13.8,43.533277777777776,13.500533333333333,33.949,,straight,57.4,left,Strada Frazione Aspio,ok
13.9,43.533274999999996,13.500544444444444,33.9342,93.9,left,57.4,left,Strada Frazione Aspio,ok
14.0,43.533274999999996,13.500555555555556,33.5786,1145.2,right,57.4,left,Strada Frazione Aspio,ok
14.2,43.53327222222222,13.500577777777778,33.6638,,straight,57.4,left,Strada Frazione Aspio,ok
14.4,43.53326944444444,13.500602777777777,33.0545,1237.8,left,57.4,left,Strada Frazione Aspio,ok
14.6,43.53326666666666,13.500625,32.7026,293.2,left,57.4,left,Strada Frazione Aspio,ok
14.8,43.53326388888889,13.500647222222222,32.5211,168.3,left,57.4,left,Strada Frazione Aspio,ok
15.0,43.53326388888889,13.500669444444444,32.0896,,straight,57.4,left,Strada Frazione Aspio,ok
15.2,43.53326111111111,13.500691666666667,32.0859,196.4,right,57.4,left,Strada Frazione Aspio,ok
15.4,43.53325833333333,13.500713888888889,31.2321,114.9,right,57.4,left,Strada Frazione Aspio,ok
15.6,43.533255555555556,13.500733333333333,30.6043,266.9,right,57.4,left,Strada Frazione Aspio,ok
15.8,43.533255555555556,13.500755555555555,30.0783,123.5,right,57.4,left,Strada Frazione Aspio,ok
16.0,43.533252777777776,13.500775,28.8875,58.0,right,57.4,left,Strada Frazione Aspio,ok
16.2,43.53325,13.500794444444445,27.9985,34.9,right,57.4,left,Strada Frazione Aspio,ok
16.4,43.53324444444444,13.500813888888889,27.2781,62.2,right,57.4,left,Strada Frazione Aspio,ok
16.6,43.53324166666667,13.500830555555556,26.1132,437.5,right,57.4,left,Strada Frazione Aspio,ok
16.8,43.53323888888889,13.50085,24.8594,32.8,right,57.4,left,Strada Frazione Aspio,ok
17.0,43.53323611111111,13.500858333333333,24.3427,16.9,right,57.4,left,Strada Frazione Aspio,ok
17.1,43.533230555555555,13.500875,24.3927,22.5,right,57.4,left,Strada Frazione Aspio,ok
17.3,43.533227777777775,13.50088888888889,23.6315,24.4,right,57.4,left,Strada Frazione Aspio,ok
17.5,43.533225,13.500897222222223,24.1982,18.9,right,57.4,left,Strada Frazione Aspio,ok
17.6,43.53321666666667,13.500911111111112,24.4964,25.4,right,57.4,left,Strada Frazione Aspio,ok
17.8,43.53321111111111,13.500927777777777,23.9778,23.2,right,57.4,left,Strada Frazione Aspio,ok
18.0,43.533202777777774,13.50093888888889,22.9815,17.0,right,57.4,left,Strada Frazione Aspio,ok
18.2,43.53319722222222,13.500952777777778,23.4278,17.7,right,57.4,left,Strada Frazione Aspio,ok
18.4,43.53318888888889,13.500963888888888,22.7129,12.8,right,57.4,left,Strada Frazione Aspio,ok
18.5,43.533183333333334,13.500969444444445,22.8166,,straight,57.4,left,Strada Frazione Aspio,ok
18.6,43.53317777777778,13.500975,0.0,,straight,57.4,left,Strada Frazione Aspio,ok
18.7,43.533175,13.500980555555556,22.8741,,straight,57.4,left,Strada Frazione Aspio,ok
18.8,43.53316944444445,13.50098611111111,22.7,10.4,right,57.4,left,Strada Frazione Aspio,ok
18.9,43.533163888888886,13.500991666666666,22.0944,15.2,right,57.4,left,Strada Frazione Aspio,ok
19.0,43.53316111111111,13.500994444444444,22.2647,20.9,right,57.4,left,Strada Frazione Aspio,ok
19.1,43.53315555555555,13.501,22.4629,20.4,right,57.4,left,Strada Frazione Aspio,ok
19.2,43.53315,13.501002777777778,23.1907,12.5,right,57.4,left,Strada Frazione Aspio,ok
19.3,43.533144444444446,13.501008333333333,22.9611,34.6,right,57.4,left,Strada Frazione Aspio,ok
19.5,43.53313333333333,13.501013888888888,22.5592,17.5,right,57.4,left,Strada Frazione Aspio,ok
19.6,43.53312777777778,13.501016666666667,22.287,12.0,right,57.4,left,Strada Frazione Aspio,ok
19.7,43.53312777777778,13.501016666666667,22.287,20.1,right,57.4,left,Strada Frazione Aspio,ok
19.9,43.533116666666665,13.501022222222222,22.5833,18.2,right,57.4,left,Strada Frazione Aspio,ok
20.1,43.5331,13.501027777777777,23.2945,30.3,right,57.4,left,Strada Frazione Aspio,ok
20.3,43.533094444444444,13.501027777777777,24.1279,15.7,right,57.4,left,Strada Frazione Aspio,ok
20.4,43.53308055555556,13.501030555555555,24.8242,13.7,right,57.4,left,Strada Frazione Aspio,ok
20.6,43.53306944444444,13.501030555555555,25.4168,17.7,right,57.4,left,Strada Frazione Aspio,ok
20.7,43.53306388888889,13.501030555555555,25.5428,28.0,right,57.4,left,Strada Frazione Aspio,ok
20.8,43.533055555555556,13.501030555555555,25.5502,40.3,right,57.4,left,Strada Frazione Aspio,ok
20.9,43.533049999999996,13.501027777777777,25.9243,35.0,right,57.4,left,Strada Frazione Aspio,ok
21.1,43.53303611111111,13.501025,26.1373,94.0,right,57.4,left,Strada Frazione Aspio,ok
21.3,43.533025,13.501022222222222,26.3132,37.7,right,57.4,left,Strada Frazione Aspio,ok
21.5,43.53301111111111,13.501019444444445,26.3836,18.0,right,57.4,left,Strada Frazione Aspio,ok
