t,lat,lon,gps_alt,dem_alt,diff_m
21.5,43.492666666666665,13.501558333333334,117.3,128.0,-10.7
21.6,43.49265555555556,13.501563888888889,117.3,128.0,-10.7
21.7,43.492644444444444,13.501569444444444,117.4,128.0,-10.6
21.8,43.49263333333334,13.501575,117.4,128.0,-10.6
21.9,43.492622222222224,13.501580555555556,117.4,128.0,-10.6
22.0,43.49261388888889,13.501586111111111,117.6,128.0,-10.4
22.1,43.492602777777776,13.501591666666666,117.6,128.0,-10.4
22.2,43.49259166666667,13.501597222222221,117.6,128.0,-10.4
22.3,43.492580555555556,13.501602777777778,117.7,128.0,-10.3
22.4,43.49256944444445,13.501605555555555,117.8,128.0,-10.2
22.5,43.492558333333335,13.501611111111112,117.8,128.0,-10.2
22.6,43.49254722222222,13.501616666666667,117.8,128.0,-10.2
22.8,43.49252777777778,13.501627777777777,117.8,129.0,-11.2
22.9,43.49251666666667,13.501630555555556,117.8,129.0,-11.2
23.0,43.49250555555555,13.501636111111111,117.8,129.0,-11.2
23.1,43.492494444444446,13.501641666666666,117.9,129.0,-11.1
23.2,43.49248611111111,13.501644444444445,117.9,129.0,-11.1
23.3,43.492475,13.50165,118.0,129.0,-11.0
23.4,43.492475,13.50165,118.0,129.0,-11.0
23.5,43.49245277777778,13.501658333333333,118.0,129.0,-11.0
23.6,43.492441666666664,13.501663888888888,118.1,129.0,-10.9
23.7,43.49243333333333,13.501669444444444,118.1,129.0,-10.9
23.8,43.492422222222224,13.501672222222222,118.2,129.0,-10.8
23.9,43.49241111111111,13.501677777777777,118.2,129.0,-10.8
24.0,43.4924,13.501680555555556,118.3,129.0,-10.7
24.1,43.49239166666667,13.50168611111111,118.3,129.0,-10.7
24.2,43.492380555555556,13.50168888888889,118.4,129.0,-10.6
24.3,43.49236944444444,13.501691666666666,118.4,129.0,-10.6
24.4,43.49236944444444,13.501691666666666,118.4,129.0,-10.6
24.5,43.49235,13.5017,118.5,129.0,-10.5
24.6,43.49233888888889,13.501702777777778,118.5,129.0,-10.5
24.7,43.49232777777778,13.501708333333333,118.6,129.0,-10.4
24.8,43.49231944444445,13.501711111111112,118.6,129.0,-10.4
24.9,43.492308333333334,13.501713888888888,118.7,129.0,-10.3
25.0,43.4923,13.501716666666667,118.7,129.0,-10.3
25.1,43.492288888888886,13.501719444444445,118.8,129.0,-10.2
25.2,43.49228055555556,13.501722222222222,118.8,129.0,-10.2
25.3,43.492269444444446,13.501727777777777,118.8,130.0,-11.2
25.4,43.492269444444446,13.501727777777777,118.8,130.0,-11.2
25.5,43.49225,13.501733333333334,118.9,130.0,-11.1
25.6,43.49223888888889,13.50173611111111,118.9,130.0,-11.1
25.7,43.49223055555556,13.50173888888889,119.0,130.0,-11.0
25.8,43.492219444444444,13.501741666666666,119.0,130.0,-11.0
25.9,43.49221111111111,13.501744444444444,119.0,130.0,-11.0
26.0,43.49220277777778,13.501744444444444,119.0,130.0,-11.0
26.1,43.49219166666667,13.501747222222223,119.0,130.0,-11.0
26.2,43.49218333333334,13.50175,119.1,130.0,-10.9
26.3,43.492175,13.501752777777778,119.2,130.0,-10.8
26.4,43.492175,13.501752777777778,119.2,130.0,-10.8
26.5,43.492158333333336,13.501755555555556,119.3,130.0,-10.7
26.6,43.492152777777775,13.501758333333333,119.4,130.0,-10.6
26.7,43.49214444444445,13.501761111111112,119.5,130.0,-10.5
26.8,43.492136111111115,13.501761111111112,119.5,130.0,-10.5
26.9,43.492130555555555,13.501763888888888,119.6,130.0,-10.4
27.0,43.49212222222222,13.501763888888888,119.6,130.0,-10.4
27.1,43.49211666666667,13.501766666666667,119.6,130.0,-10.4
27.2,43.492111111111114,13.501766666666667,119.6,130.0,-10.4
27.3,43.492105555555554,13.501766666666667,119.6,130.0,-10.4
27.4,43.492105555555554,13.501766666666667,119.6,130.0,-10.4
27.5,43.49209444444445,13.501769444444445,119.6,130.0,-10.4
27.6,43.49208888888889,13.501769444444445,119.6,130.0,-10.4
27.7,43.49208333333333,13.501769444444445,119.5,130.0,-10.5
27.8,43.49207777777778,13.501769444444445,119.5,130.0,-10.5
27.9,43.492075,13.501769444444445,119.5,130.0,-10.5
28.0,43.492069444444446,13.501769444444445,119.5,130.0,-10.5
28.1,43.492066666666666,13.501769444444445,119.5,130.0,-10.5
28.2,43.49206111111111,13.501769444444445,119.5,130.0,-10.5
28.3,43.49205833333333,13.501769444444445,119.5,130.0,-10.5
28.4,43.49205833333333,13.501769444444445,119.5,130.0,-10.5
28.5,43.49205277777778,13.501769444444445,119.5,130.0,-10.5
28.6,43.49205,13.501769444444445,119.5,130.0,-10.5
28.7,43.492044444444446,13.501769444444445,119.6,130.0,-10.4
28.8,43.492041666666665,13.501769444444445,119.6,129.0,-9.4
28.9,43.49203888888889,13.501769444444445,119.6,129.0,-9.4
29.0,43.49203611111111,13.501769444444445,119.6,129.0,-9.4
29.1,43.49203333333333,13.501769444444445,119.6,129.0,-9.4
29.2,43.49203333333333,13.501769444444445,119.6,129.0,-9.4
29.3,43.49203055555556,13.501769444444445,119.6,129.0,-9.4
29.4,43.49203055555556,13.501769444444445,119.6,129.0,-9.4
29.6,43.492025,13.501769444444445,119.6,129.0,-9.4
29.7,43.492022222222225,13.501769444444445,119.7,129.0,-9.3
29.8,43.492022222222225,13.501769444444445,119.7,129.0,-9.3
29.9,43.492019444444445,13.501769444444445,119.7,129.0,-9.3
30.1,43.492016666666665,13.501769444444445,119.7,129.0,-9.3
30.2,43.492016666666665,13.501769444444445,119.7,129.0,-9.3
30.3,43.49201388888889,13.501769444444445,119.7,129.0,-9.3
30.4,43.49201388888889,13.501769444444445,119.7,129.0,-9.3
30.5,43.49201111111111,13.501769444444445,119.7,129.0,-9.3
30.7,43.49201111111111,13.501769444444445,119.7,129.0,-9.3
30.8,43.49201111111111,13.501769444444445,119.7,129.0,-9.3
31.0,43.49200833333333,13.501769444444445,119.7,129.0,-9.3
31.1,43.49200833333333,13.501769444444445,119.7,129.0,-9.3
31.2,43.49200833333333,13.501769444444445,119.7,129.0,-9.3
31.4,43.49200833333333,13.501769444444445,119.7,129.0,-9.3
31.5,43.49200833333333,13.501769444444445,119.7,129.0,-9.3
31.6,43.49200833333333,13.501769444444445,119.7,129.0,-9.3
31.7,43.49200833333333,13.501769444444445,119.8,129.0,-9.2
31.9,43.49200833333333,13.501769444444445,119.8,129.0,-9.2
32.0,43.49200833333333,13.501769444444445,119.8,129.0,-9.2
32.2,43.49200833333333,13.501769444444445,119.8,129.0,-9.2
32.3,43.49200833333333,13.501769444444445,119.8,129.0,-9.2
32.5,43.49200833333333,13.501769444444445,119.8,129.0,-9.2
32.6,43.49200833333333,13.501766666666667,119.8,129.0,-9.2
32.8,43.49200833333333,13.501766666666667,119.8,129.0,-9.2
32.9,43.49200833333333,13.501766666666667,119.8,129.0,-9.2
33.1,43.49200833333333,13.501766666666667,119.9,129.0,-9.1
33.3,43.49200833333333,13.501766666666667,119.9,129.0,-9.1
33.4,43.49200833333333,13.501766666666667,119.9,129.0,-9.1
33.5,43.49200833333333,13.501766666666667,119.9,129.0,-9.1
